,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,Fire Alarm
13752,18.864,48.03,1186,513,12840,19429,938.879,1.7,1.77,1
42592,26.92,47.83,1161,400,12901,19442,938.742,1.83,1.9,1
37646,24.54,52.92,1101,561,12826,19451,938.979,1.91,1.98,1
26012,13.43,56.25,11,400,13030,19935,939.757,0.24,0.25,0
40576,24.82,52.33,1163,431,12865,19431,938.812,2.17,2.25,1
17545,16.337,47.49,1172,406,12898,19444,938.742,1.33,1.38,1
54377,26.87,44.17,199,444,12758,20517,937.374,1.39,1.44,0
56462,59.39,10.84,60000,797,12603,18266,936.705,10.93,12.05,0
58390,-6.875,46.43,81,406,12779,20637,937.42,2.1,2.18,0
47413,24.8,52.25,1339,410,12964,19389,938.744,2.1,2.18,1
21251,-1.147,48.75,1304,400,12947,19387,938.688,1.83,1.9,1
24688,5.727,47.84,1285,400,12991,19389,938.807,1.94,2.02,1
48916,24.68,53.03,1419,416,12972,19380,938.725,1.57,1.63,1
52754,29.0,40.9,107,400,12785,20616,937.438,1.91,1.99,0
624,26.096,57.59,0,400,12879,19842,939.851,0.21,0.22,0
12335,19.152,49.87,1073,575,12814,19455,939.009,2.32,2.41,1
39080,24.69,52.65,1132,502,12852,19452,938.884,1.81,1.88,1
15292,12.449,53.14,1166,446,12863,19443,938.805,1.95,2.02,1
55500,47.12,26.81,12073,452,12790,19188,936.862,0.59,0.62,0
21999,-12.968,52.22,1373,410,12955,19374,938.726,2.08,2.16,1
36107,23.96,54.11,1005,637,12795,19472,939.097,2.32,2.41,1
17306,15.368,47.39,1182,407,12892,19430,938.775,1.66,1.72,1
29533,20.37,51.39,68,400,13236,20149,939.668,2.25,2.34,1
12176,18.123,53.21,1059,595,12822,19465,939.009,2.31,2.4,1
60210,15.419,48.21,186,404,12780,20525,937.419,1.27,1.32,0
60370,12.733,45.74,0,400,12992,20842,937.438,2.11,2.2,0
29546,19.95,53.61,61,400,13253,20163,939.695,2.13,2.21,1
54027,26.12,47.86,183,424,12775,20540,937.408,1.68,1.74,0
52558,28.72,41.65,90,400,12789,20640,937.458,1.99,2.07,0
41545,24.58,53.32,1141,400,12889,19449,938.767,1.71,1.78,1
39839,27.08,47.22,1067,442,12870,19459,938.847,1.78,1.85,1
13306,20.402,52.5,1103,534,12848,19465,938.902,1.92,2.0,1
59562,13.402,42.96,160,421,12779,20563,937.365,1.89,1.97,0
35157,24.66,53.5,866,692,12785,19515,939.093,2.46,2.55,1
12062,17.259,52.71,1013,573,12819,19463,938.999,2.22,2.31,1
20089,15.763,53.6,1208,400,12934,19424,938.716,1.42,1.47,1
60612,12.319,43.96,0,400,13430,21264,937.404,2.2,2.28,0
60378,12.65,46.03,0,400,13034,20838,937.46,2.16,2.25,0
3301,7.844,64.57,213,400,13174,19990,939.687,2.31,2.4,1
62197,-22.009,11.0,60000,860,12574,18197,936.713,52.62,58.25,0
62524,0.114,15.61,1210,400,13691,20364,936.691,0.61,0.63,0
41733,24.43,53.78,1145,406,12889,19443,938.759,1.68,1.74,1
55369,41.92,34.58,11004,400,12819,19272,936.87,0.44,0.46,0
47536,24.69,52.84,1346,404,12964,19390,938.775,1.85,1.92,1
25660,12.31,55.1,7,400,12890,19841,939.804,0.21,0.21,0
20619,9.001,50.69,908,400,13030,19503,938.711,2.74,2.85,1
2044,22.167,52.19,48,400,13130,20006,939.627,0.9,0.94,0
16860,13.804,53.81,1136,400,12889,19445,938.744,1.72,1.79,1
17872,17.734,53.49,1128,400,12911,19453,938.687,1.73,1.8,1
19360,20.341,52.28,1191,404,12923,19429,938.676,1.73,1.8,1
61501,15.813,14.26,33978,747,12631,18717,936.895,0.93,0.97,0
41249,24.51,53.52,1176,408,12882,19443,938.758,1.63,1.69,1
16958,14.116,51.6,1140,406,12891,19431,938.77,1.62,1.68,1
32498,20.92,50.11,271,400,13121,19990,939.491,0.61,0.63,1
15035,13.083,50.04,1163,458,12865,19447,938.817,1.85,1.92,1
36143,24.87,49.17,1166,680,12779,19436,939.083,2.1,2.18,1
46747,25.27,49.13,1415,428,12944,19380,938.707,2.04,2.12,1
24491,-1.41,49.07,1297,402,12991,19394,938.797,1.9,1.97,1
52376,28.7,41.79,76,400,12791,20660,937.492,2.15,2.23,0
62597,12.708,17.21,482,400,13800,20708,936.677,0.77,0.8,0
57715,4.064,40.41,79,404,12784,20669,937.56,2.19,2.28,0
57379,21.231,46.1,65,409,12828,20698,937.545,1.97,2.05,0
58290,-8.304,46.61,63,400,12803,20653,937.481,1.75,1.82,0
12891,20.838,52.86,1138,565,12832,19448,938.899,2.27,2.36,1
20399,12.093,53.7,1285,400,12949,19404,938.756,2.14,2.22,1
59220,-1.849,42.41,162,433,12767,20550,937.326,1.95,2.02,0
4087,-1.386,51.08,117,400,13228,20095,939.614,2.14,2.22,1
12697,20.586,50.76,1088,569,12825,19454,938.959,2.0,2.08,1
62409,-13.46,13.79,1963,400,13634,20178,936.673,0.94,0.98,0
18770,20.613,53.35,1243,415,12906,19414,938.699,1.79,1.86,1
50892,37.72,14.59,223,2878,12543,20407,930.915,0.88,0.92,1
36949,26.69,47.82,1105,598,12815,19460,939.044,2.34,2.43,1
35119,25.2,50.46,883,711,12766,19516,939.104,2.36,2.45,1
17143,14.755,52.57,1145,404,12893,19438,938.774,1.85,1.93,1
39441,24.68,52.74,1107,466,12861,19452,938.908,1.93,2.01,1
21416,-3.894,53.78,1316,403,12952,19393,938.696,1.64,1.7,1
25213,11.08,56.19,8,400,12601,19677,939.787,0.09,0.18,0
23870,-16.435,53.83,1398,406,12975,19386,938.702,1.5,1.55,1
17666,16.851,47.43,1117,400,12908,19447,938.727,1.72,1.78,1
2312,19.573,48.6,16,400,13211,20141,939.606,1.06,1.1,0
25757,15.0,50.76,14,400,12949,19885,939.75,0.27,0.28,0
34375,21.46,63.26,603,520,12869,19653,939.22,2.38,2.48,1
7716,-4.082,50.97,287,400,13120,19978,939.444,0.38,0.39,1
38276,27.05,47.11,1109,521,12842,19450,938.914,2.11,2.19,1
9507,-4.829,58.48,654,689,12796,19595,939.156,2.41,2.5,1
57695,5.123,42.5,54,406,12794,20702,937.539,2.08,2.16,0
20600,9.281,46.78,883,400,13029,19506,938.715,2.46,2.56,1
26533,17.68,51.89,7,400,13127,20025,939.67,0.65,0.68,0
24335,-6.211,50.48,1346,400,12989,19395,938.799,2.05,2.13,1
5701,-9.157,55.14,27,400,13269,20232,939.695,2.19,2.28,1
61326,20.436,24.05,13794,533,12744,19092,936.914,0.91,0.94,0
5411,-9.247,49.76,4,400,13266,20232,939.733,2.43,2.52,1
43414,24.45,53.85,1235,406,12904,19412,938.727,1.75,1.81,1
57818,-1.059,41.84,76,400,12786,20673,937.548,1.93,2.0,0
61850,-6.951,24.1,60000,8040,11469,16700,936.838,3089.04,3209.4,0
29867,22.08,49.75,18,400,13256,20200,939.697,2.45,2.54,1
26692,16.04,55.4,7,400,13139,20047,939.648,0.87,0.9,0
43167,24.54,53.51,1124,400,12908,19442,938.699,1.51,1.56,1
57976,-7.003,46.83,121,408,12776,20614,937.508,2.46,2.56,0
18673,20.447,48.35,1218,400,12917,19426,938.714,1.54,1.6,1
55712,53.85,18.45,32371,737,12632,18741,936.882,0.78,0.81,0
27603,20.53,47.46,70,400,13197,20109,939.633,1.03,1.07,0
23815,-17.27,54.08,1434,425,12970,19371,938.679,1.71,1.77,1
9154,-5.233,53.04,369,400,13048,19896,939.278,0.35,0.36,1
45096,25.93,53.53,1101,400,12949,19458,938.712,1.48,1.54,1
1231,26.907,55.03,27,400,13055,19927,939.734,0.34,0.36,0
23706,-18.71,50.57,1325,400,12992,19404,938.705,1.71,1.78,1
56226,55.27,20.32,60000,17060,11033,15819,936.807,10800.3,21084.69,0
48524,26.61,49.09,1394,400,12975,19384,938.7,1.64,1.7,1
56815,48.25,14.75,688,400,13732,20506,936.662,0.65,0.67,0
12290,18.883,52.87,992,573,12825,19480,939.038,1.49,1.55,1
45880,26.4,50.03,1333,407,12955,19400,938.706,2.23,2.32,1
58620,-4.166,42.06,119,440,12766,20600,937.407,1.82,1.89,0
11532,12.209,48.93,1025,605,12819,19471,939.057,1.85,1.92,1
32927,20.53,51.93,308,400,13112,19961,939.409,0.29,0.3,1
21227,-0.747,53.23,1415,418,12944,19386,938.709,2.03,2.11,1
19974,16.87,53.83,1157,400,12929,19429,938.747,1.52,1.58,1
40232,24.51,53.43,1097,427,12874,19455,938.817,1.92,2.0,1
32192,20.18,55.37,226,400,13148,20047,939.521,0.39,0.41,1
46699,24.61,53.17,1358,404,12957,19387,938.724,2.31,2.4,1
13673,19.194,53.06,1147,519,12840,19445,938.869,2.13,2.21,1
47799,26.29,51.04,1308,400,12978,19402,938.727,1.93,2.0,1
42390,24.51,53.63,1205,400,12898,19432,938.727,1.82,1.89,1
51459,26.65,45.91,46,410,12837,20727,937.557,2.08,2.16,0
47681,26.43,50.03,1325,400,12973,19394,938.74,1.94,2.01,1
10700,3.058,52.64,896,650,12800,19506,939.068,2.4,2.49,1
8635,-4.934,56.03,355,400,13085,19917,939.337,0.45,0.47,1
26877,16.42,54.3,74,400,13112,19975,939.611,0.8,0.83,0
35183,23.85,50.91,992,732,12758,19490,939.087,2.23,2.32,1
5620,-9.233,53.78,57,400,13244,20201,939.736,2.33,2.42,1
41700,27.09,47.4,1071,400,12889,19453,938.761,1.91,1.99,1
40255,27.04,47.39,1122,428,12875,19454,938.829,1.71,1.78,1
1384,26.457,48.76,30,400,13083,19983,939.716,0.54,0.56,0
42702,26.56,49.35,1088,400,12914,19455,938.702,1.79,1.86,1
45825,26.63,48.45,1243,400,12955,19410,938.691,2.35,2.44,1
25163,10.99,56.32,2,403,12577,19663,939.826,0.0,0.0,0
49430,26.74,48.32,1331,407,12996,19404,938.805,2.05,2.13,1
35417,25.81,49.35,887,677,12791,19504,939.106,2.27,2.36,1
56169,52.98,22.51,60000,15221,11118,16182,936.834,8279.62,10695.54,0
53346,28.75,41.6,105,400,12798,20621,937.338,1.76,1.83,0
6796,-5.994,50.07,212,400,13148,20051,939.607,0.51,0.53,1
49061,26.43,49.42,1161,400,13046,19437,938.757,2.01,2.09,1
25331,11.16,56.83,6,400,12681,19720,939.805,0.09,0.13,0
4623,-6.189,53.58,11,400,13274,20214,939.635,2.47,2.56,1
12485,19.907,50.12,1040,544,12836,19474,938.988,2.17,2.25,1
20241,14.078,47.83,1212,405,12934,19419,938.715,1.93,2.01,1
41655,24.83,52.27,1178,401,12888,19433,938.758,1.89,1.96,1
49752,24.76,52.18,1343,420,12984,19383,938.828,1.84,1.91,1
3006,11.524,50.47,154,400,13164,20020,939.646,0.68,0.71,0
42089,24.51,53.57,1145,400,12895,19442,938.8,2.14,2.22,1
31686,19.58,51.17,227,400,13133,20038,939.591,0.64,0.66,1
52365,27.39,47.43,53,400,12804,20680,937.487,1.81,1.88,0
6853,-5.8,50.5,202,400,13149,20044,939.597,0.45,0.46,1
4610,-6.095,53.33,30,400,13264,20197,939.676,2.46,2.55,1
16765,13.521,47.48,1130,401,12889,19452,938.762,1.8,1.87,1
12148,17.92,47.03,1046,573,12827,19472,939.022,1.72,1.79,1
20777,6.595,47.66,1186,400,12971,19423,938.707,1.97,2.04,1
20493,10.814,48.7,1247,400,12947,19415,938.765,2.09,2.17,1
36416,26.58,47.79,992,615,12811,19472,939.089,2.07,2.15,1
18451,19.898,47.28,1300,431,12894,19399,938.731,1.58,1.64,1
58451,-5.943,46.59,75,400,12784,20638,937.422,1.74,1.81,0
14123,17.119,47.23,1046,481,12859,19465,938.901,2.03,2.11,1
6075,-8.402,49.74,138,400,13188,20122,939.629,1.1,1.14,1
33643,18.28,57.37,352,400,13085,19919,939.319,0.38,0.4,1
7075,-5.104,56.47,241,400,13130,20026,939.572,0.37,0.38,1
31100,19.46,54.74,159,400,13175,20100,939.689,1.33,1.38,1
14611,14.734,46.94,1212,486,12850,19425,938.869,1.96,2.04,1
16459,12.754,47.73,1105,400,12889,19454,938.766,1.76,1.83,1
33326,20.78,50.82,318,400,13108,19954,939.361,0.34,0.35,1
2346,19.217,53.12,29,400,13208,20134,939.57,0.98,1.02,0
58030,-8.24,46.17,92,400,12784,20649,937.467,2.0,2.08,0
35525,25.71,49.89,923,665,12792,19504,939.104,2.37,2.46,1
62259,-21.398,11.14,9160,400,13255,19429,936.707,4.31,4.47,0
51759,26.39,46.57,67,400,12830,20692,937.497,2.2,2.29,0
52526,26.33,46.3,91,400,12785,20632,937.426,1.75,1.82,0
29312,19.85,53.77,120,400,13215,20092,939.65,2.29,2.38,1
15285,12.462,52.62,1103,438,12870,19451,938.83,1.78,1.85,1
15820,12.0,51.95,1170,412,12872,19434,938.819,1.57,1.63,1
26008,13.55,55.57,19,400,13023,19925,939.752,0.26,0.27,0
29539,20.12,52.86,66,400,13241,20148,939.673,2.3,2.39,1
41245,24.57,53.25,1157,408,12881,19439,938.773,1.54,1.6,1
61404,19.114,23.28,32711,730,12645,18743,936.898,0.51,0.53,0
6683,-6.387,49.42,213,400,13154,20066,939.61,0.78,0.81,1
1076,27.113,56.69,14,400,13034,19936,939.818,0.32,0.33,0
55581,48.54,24.23,15280,577,12725,19010,936.911,0.89,0.92,0
49408,24.34,53.93,1339,413,12983,19390,938.812,1.6,1.66,1
57354,22.232,39.87,78,401,12829,20693,937.536,1.94,2.02,0
50378,37.52,17.73,336,3802,12491,19659,930.937,96.96,100.74,1
7549,-4.164,52.54,263,400,13135,20001,939.451,0.48,0.5,1
5734,-9.116,51.45,48,400,13240,20207,939.692,2.41,2.5,1
59969,20.103,49.22,187,416,12775,20535,937.355,1.43,1.48,0
42308,25.27,49.64,1208,418,12893,19431,938.762,1.54,1.6,1
52567,28.98,41.01,58,400,12794,20667,937.458,1.97,2.05,0
32953,18.91,52.86,313,400,13102,19941,939.419,0.46,0.47,1
7349,-4.443,54.99,256,400,13124,20007,939.478,0.4,0.41,1
25224,13.0,55.58,0,400,12630,19701,939.812,0.06,0.11,0
50373,39.06,16.9,628,10330,11997,19351,930.934,7.37,7.66,1
42145,24.57,53.36,1132,403,12892,19440,938.79,1.73,1.8,1
13588,19.526,46.88,1126,518,12846,19449,938.868,1.95,2.03,1
42909,25.13,50.33,1210,431,12897,19423,938.714,1.64,1.7,1
43357,26.2,52.18,1186,400,12916,19435,938.726,1.76,1.83,1
92,21.283,52.54,18,422,12525,19619,939.788,0.01,0.02,0
2601,16.397,49.37,43,400,13212,20126,939.631,1.01,1.05,0
21379,-3.28,47.94,1310,400,12958,19401,938.695,1.78,1.85,1
36257,25.13,48.1,1120,659,12791,19456,939.055,2.15,2.23,1
48776,26.91,48.03,1387,409,12978,19385,938.706,2.22,2.31,1
11832,15.245,48.22,1084,608,12817,19457,939.071,2.09,2.17,1
33838,20.99,50.64,350,400,13075,19915,939.287,0.29,0.3,1
51793,29.46,40.12,33,420,12809,20724,937.501,2.14,2.23,0
32458,18.75,54.34,278,400,13116,19975,939.496,0.58,0.61,1
7157,-4.878,50.11,242,400,13128,20020,939.528,0.5,0.52,1
51293,29.38,40.25,26,411,12854,20759,937.586,2.21,2.3,0
32274,21.09,49.67,252,400,13132,20019,939.518,0.5,0.52,1
38027,26.8,47.89,1101,536,12842,19458,938.926,1.87,1.95,1
3258,8.381,59.32,134,400,13220,20074,939.699,2.46,2.56,1
54369,28.84,42.31,182,413,12774,20543,937.36,1.62,1.68,0
43370,26.88,48.02,1195,400,12914,19433,938.703,1.91,1.98,1
41154,26.95,47.64,1170,411,12877,19439,938.779,1.66,1.73,1
44726,24.51,53.61,1208,403,12920,19430,938.706,1.75,1.81,1
29321,21.77,51.31,106,400,13229,20119,939.674,2.55,2.65,1
50071,24.21,62.97,0,680,13348,20028,931.239,12201.58,36781.55,1
13551,19.661,52.91,1140,508,12847,19448,938.875,1.93,2.01,1
20327,13.025,53.17,1264,400,12950,19403,938.746,1.93,2.01,1
48920,24.54,53.53,1434,426,12969,19368,938.732,1.65,1.72,1
49910,26.71,48.56,1297,410,12992,19404,938.854,1.8,1.87,1
21022,2.656,47.7,1339,402,12948,19383,938.689,2.2,2.29,1
45086,24.48,53.81,1199,400,12934,19432,938.724,1.38,1.44,1
28727,22.26,49.31,238,400,13160,19978,939.682,1.4,1.45,1
21929,-11.969,47.6,1321,405,12968,19394,938.725,1.96,2.03,1
10963,5.896,47.96,1004,639,12793,19472,939.088,2.16,2.24,1
31525,18.93,55.51,198,400,13150,20057,939.594,0.57,0.59,1
45257,24.66,53.09,1325,433,12922,19399,938.732,1.55,1.61,1
4891,-7.836,48.37,23,400,13253,20198,939.687,2.31,2.4,1
33554,20.87,50.67,343,400,13091,19925,939.338,0.41,0.43,1
26188,16.41,52.17,14,400,13070,19953,939.77,0.55,0.57,0
33769,20.67,51.96,342,400,13077,19916,939.293,0.26,0.27,1
33058,19.41,50.28,324,400,13102,19938,939.408,0.26,0.27,1
49376,26.85,47.86,1344,419,12984,19393,938.794,1.86,1.93,1
42831,26.94,47.92,1149,402,12909,19439,938.699,1.8,1.87,1
52782,25.82,47.8,104,414,12775,20626,937.433,1.69,1.76,0
40993,24.92,51.79,1153,411,12881,19446,938.775,1.57,1.64,1
49680,26.88,47.96,1300,409,12993,19401,938.81,1.95,2.03,1
46714,24.33,54.1,1381,415,12957,19384,938.71,2.36,2.45,1
3358,7.133,62.75,255,400,13147,19949,939.676,1.91,1.99,1
52514,29.08,40.75,69,400,12787,20649,937.451,1.89,1.96,0
54918,25.28,41.01,0,400,13413,21262,937.426,2.04,2.12,0
10817,4.298,54.79,925,632,12803,19496,939.05,2.16,2.25,1
36614,24.64,51.87,1063,618,12803,19469,939.059,1.74,1.81,1
60588,12.185,39.03,0,400,13424,21314,937.402,1.93,2.0,0
24726,7.247,50.63,1314,400,13003,19414,938.808,1.74,1.81,1
61148,20.164,23.78,848,400,13156,20418,936.767,1.78,1.85,0
57041,26.339,39.65,41,418,12849,20745,937.577,2.42,2.51,0
22214,-15.806,48.52,1360,403,12965,19394,938.686,1.92,1.99,1
12139,17.853,47.42,1088,584,12818,19458,939.04,1.72,1.79,1
52413,26.15,46.91,77,400,12786,20653,937.459,2.14,2.22,0
29103,22.49,47.18,125,400,13223,20094,939.626,1.78,1.85,1
58391,-6.86,46.54,79,400,12785,20642,937.41,2.06,2.14,0
44793,24.44,53.98,1189,406,12928,19430,938.717,1.79,1.86,1
28137,21.32,45.39,181,400,13147,19997,939.619,0.74,0.77,0
9677,-4.37,61.24,917,968,12644,19505,939.138,2.47,2.57,1
4731,-6.923,53.63,58,400,13237,20165,939.661,2.33,2.42,1
18035,18.412,50.26,1176,407,12902,19438,938.727,2.05,2.13,1
4601,-6.029,51.99,43,400,13259,20187,939.675,2.55,2.65,1
20029,16.359,53.49,1187,408,12925,19429,938.739,1.36,1.41,1
16055,12.128,50.1,1178,420,12874,19424,938.792,1.59,1.65,1
59241,-1.151,48.24,165,429,12778,20549,937.323,1.84,1.91,0
18872,20.733,48.07,1231,426,12902,19417,938.688,1.48,1.54,1
42811,24.51,53.67,1113,400,12905,19450,938.739,1.88,1.96,1
40374,27.02,47.46,1105,422,12874,19453,938.826,1.8,1.87,1
7928,-4.137,54.01,297,400,13117,19968,939.4,0.32,0.33,1
2544,17.049,48.43,54,400,13204,20122,939.63,0.73,0.76,0
49799,26.87,47.96,1310,404,12990,19406,938.838,2.18,2.26,1
10364,-0.186,49.62,866,676,12793,19514,939.115,2.69,2.79,1
31474,20.51,55.38,172,400,13169,20095,939.654,0.63,0.66,1
47112,24.85,51.87,1367,421,12963,19386,938.729,1.62,1.68,1
38992,26.96,47.47,1078,479,12855,19462,938.916,1.71,1.78,1
17821,17.516,53.83,1048,400,12921,19469,938.703,1.97,2.04,1
17031,14.36,53.34,1128,400,12891,19439,938.793,1.45,1.51,1
23195,-21.968,50.7,1398,413,12961,19372,938.723,1.76,1.83,1
43736,27.05,47.61,1237,408,12920,19431,938.712,1.54,1.6,1
17574,16.459,53.6,1113,404,12900,19451,938.746,1.65,1.72,1
1963,22.868,47.76,53,400,13124,19997,939.58,0.95,0.98,0
6526,-6.943,55.01,202,400,13157,20069,939.597,0.56,0.58,1
21038,2.392,51.71,1410,432,12940,19370,938.693,2.04,2.12,1
42452,24.48,53.7,1184,400,12897,19442,938.741,1.68,1.75,1
45389,24.44,53.53,1241,400,12954,19412,938.759,2.07,2.15,1
21878,-11.221,51.91,1350,412,12958,19394,938.733,1.95,2.03,1
36893,26.83,47.53,1090,603,12808,19456,939.041,2.02,2.1,1
51031,32.84,17.72,43,1542,12730,20646,930.924,0.62,0.64,1
41958,24.72,52.75,1141,405,12889,19446,938.783,1.52,1.58,1
55970,44.53,27.35,6954,400,13166,19563,936.885,3.48,3.62,0
51325,27.19,44.16,28,407,12848,20754,937.554,1.86,1.93,0
3076,10.654,46.58,150,400,13166,20026,939.686,0.97,1.01,0
20839,5.618,47.6,1300,403,12956,19400,938.701,2.21,2.3,1
6447,-7.22,48.98,187,400,13159,20073,939.645,1.0,1.04,1
50589,40.98,13.71,0,3369,12523,20299,930.942,0.76,0.79,1
4247,-2.997,52.82,116,400,13225,20101,939.645,2.04,2.12,1
53658,26.69,44.79,170,449,12763,20551,937.302,1.99,2.07,0
34301,19.32,65.77,603,551,12868,19661,939.199,2.41,2.5,1
14038,17.538,53.4,1132,502,12846,19441,938.914,1.84,1.91,1
40301,26.57,49.41,1111,427,12874,19449,938.832,1.85,1.92,1
15530,12.112,53.12,1191,443,12870,19433,938.809,1.65,1.72,1
41969,24.49,53.55,1136,403,12895,19441,938.778,1.71,1.77,1
61108,19.66,38.85,9413,400,12905,19360,936.866,0.47,0.49,0
6231,-7.941,55.2,175,400,13164,20084,939.659,0.99,1.03,1
27705,18.03,52.98,85,400,13192,20091,939.667,1.05,1.09,0
12401,19.512,51.85,1099,568,12825,19451,938.98,2.06,2.14,1
18383,19.69,47.62,1216,410,12910,19426,938.709,2.04,2.12,1
10422,0.332,49.44,883,671,12788,19508,939.112,2.24,2.32,1
12959,20.851,53.33,1027,534,12834,19468,938.916,2.07,2.15,1
32258,20.81,51.02,250,400,13134,20022,939.52,0.45,0.47,1
9610,-4.575,62.17,705,732,12770,19555,939.147,2.82,2.93,1
50602,41.22,13.56,118,3521,12498,20200,930.921,0.94,0.98,1
6886,-5.691,55.51,232,400,13136,20024,939.608,0.44,0.46,1
16656,13.222,50.74,1235,420,12878,19423,938.76,2.25,2.34,1
11254,9.154,47.72,1038,636,12804,19470,939.095,2.36,2.46,1
53504,25.62,48.86,195,454,12759,20518,937.334,2.02,2.1,0
33792,18.92,53.63,363,400,13063,19896,939.282,0.33,0.34,1
22581,-19.621,48.01,1316,400,12968,19401,938.74,1.94,2.02,1
49727,26.64,48.87,1306,400,12991,19404,938.815,1.68,1.74,1
26946,18.88,50.19,47,400,13135,20011,939.588,0.58,0.6,0
34704,22.26,54.53,858,944,12654,19508,939.178,2.45,2.54,1
26183,16.04,54.97,0,400,13076,19962,939.782,0.44,0.45,0
53480,26.44,45.42,150,417,12780,20573,937.332,1.93,2.01,0
46926,25.45,48.25,1459,434,12944,19366,938.742,1.99,2.07,1
53999,28.59,42.88,161,424,12777,20561,937.426,1.79,1.86,0
45628,24.45,52.42,912,400,13023,19493,938.727,2.92,3.04,1
44947,25.33,49.12,1251,425,12919,19419,938.756,1.63,1.69,1
55926,43.26,18.61,0,400,13622,21326,936.801,1.01,1.04,0
20079,15.865,52.17,1235,411,12928,19421,938.753,1.33,1.38,1
26151,16.68,49.64,12,400,13064,19959,939.777,0.41,0.43,0
50035,23.85,43.96,0,1325,13005,20109,931.18,5302.5,5580.02,1
56059,46.17,29.36,60000,5233,11624,16983,936.877,1529.41,1589.0,0
46242,26.51,49.45,1283,400,12960,19406,938.693,1.88,1.95,1
28596,19.97,58.36,328,400,13104,19876,939.64,1.43,1.49,1
8407,-4.647,52.66,332,400,13090,19919,939.368,0.33,0.34,1
18715,20.525,53.6,1277,408,12913,19421,938.687,1.73,1.79,1
29744,22.01,49.84,44,400,13251,20168,939.683,2.36,2.46,1
10946,5.708,49.52,1009,655,12796,19486,939.052,2.21,2.3,1
11882,15.71,52.78,1078,584,12823,19469,939.034,2.02,2.09,1
46737,26.91,47.8,1341,403,12958,19390,938.726,2.21,2.3,1
61953,-13.69,20.04,60000,11077,11323,16209,936.852,5895.74,8485.51,0
52127,28.15,45.14,75,400,12788,20664,937.546,2.25,2.34,0
49220,24.51,52.84,1222,400,13016,19425,938.759,2.82,2.93,1
29724,19.98,53.61,60,400,13240,20152,939.653,2.33,2.42,1
24378,-4.96,48.04,1287,400,12999,19408,938.795,1.81,1.88,1
52333,29.15,40.61,88,400,12791,20665,937.48,1.9,1.97,0
40908,26.83,48.08,1122,404,12886,19445,938.763,1.8,1.87,1
1406,26.373,55.69,27,400,13092,19986,939.665,0.89,0.92,0
27212,17.72,51.65,12,400,13190,20109,939.604,0.87,0.9,0
46947,24.41,53.82,1398,420,12954,19378,938.745,1.98,2.06,1
18129,18.786,49.05,1157,400,12916,19433,938.711,2.05,2.13,1
25726,12.33,56.38,20,400,12922,19857,939.755,0.3,0.31,0
14462,15.437,52.73,1096,451,12871,19456,938.911,2.12,2.2,1
23104,-22.006,51.76,1310,400,12980,19403,938.723,1.9,1.98,1
47665,24.47,53.75,1362,401,12971,19393,938.745,2.29,2.38,1
32776,20.95,49.84,292,400,13115,19965,939.423,0.4,0.42,1
13138,20.72,53.22,1178,544,12830,19444,938.911,2.18,2.27,1
4122,-1.749,51.7,138,400,13215,20075,939.627,1.86,1.93,1
19803,18.232,52.42,1107,400,12940,19449,938.723,1.8,1.87,1
18474,19.965,53.59,1226,405,12914,19431,938.744,1.58,1.64,1
54095,25.86,48.69,169,426,12770,20551,937.377,1.49,1.55,0
20885,4.883,50.58,1343,403,12949,19395,938.725,2.28,2.37,1
30030,19.77,54.56,43,400,13230,20167,939.686,1.97,2.05,1
57483,16.43,43.45,89,412,12818,20678,937.503,2.23,2.31,0
2988,11.747,50.61,167,400,13145,20002,939.655,0.86,0.89,0
26196,16.73,50.1,13,400,13070,19960,939.746,0.46,0.47,0
11502,11.888,51.74,1117,632,12801,19458,939.054,2.08,2.16,1
41636,27.06,47.52,1159,401,12886,19438,938.769,2.07,2.15,1
35319,23.18,55.69,898,689,12786,19508,939.091,2.57,2.67,1
28424,21.85,57.06,280,400,13136,19927,939.683,1.93,2.0,1
